type,client,tx,amount
resolve,562,7401,648.6325
resolve,571,7402,650.0959
deposit,905,7403,116.4356
deposit,347,7404,599.8135
withdrawal,485,7405,157.9132
withdrawal,169,7406,851.0066
resolve,176,7407,64.6155
withdrawal,758,7408,8.0621
resolve,76,7409,525.3563
deposit,912,7410,312.9238
dispute,749,7411,410.9747
deposit,549,7412,155.9039
chargeback,970,7413,652.5328
resolve,209,7414,849.9955
withdrawal,880,7415,674.9793
chargeback,16,7416,405.7091
chargeback,338,7417,144.5082
withdrawal,410,7418,897.5473
resolve,473,7419,587.4493
dispute,634,7420,393.9857
chargeback,716,7421,544.6803
chargeback,477,7422,62.8766
dispute,467,7423,800.2282
deposit,22,7424,417.5708
withdrawal,462,7425,144.6853
deposit,133,7426,306.1788
chargeback,602,7427,923.2384
chargeback,665,7428,235.993
withdrawal,483,7429,850.8819
withdrawal,360,7430,181.7807
deposit,381,7431,994.8502
deposit,726,7432,19.5373
dispute,193,7433,566.5341
dispute,737,7434,485.785
withdrawal,119,7435,670.2801
chargeback,645,7436,914.6584
chargeback,994,7437,604.8189
resolve,219,7438,363.1942
chargeback,621,7439,83.8597
withdrawal,536,7440,298.5274
deposit,503,7441,767.7472
deposit,275,7442,134.9188
dispute,267,7443,288.5836
deposit,406,7444,784.4456
deposit,406,7445,68.3828
chargeback,694,7446,395.9205
chargeback,761,7447,812.6504
chargeback,622,7448,337.8585
chargeback,213,7449,60.6202
dispute,718,7450,224.5128
withdrawal,599,7451,550.8361
dispute,190,7452,980.4763
resolve,442,7453,16.721
dispute,48,7454,211.3994
dispute,783,7455,158.1254
dispute,566,7456,891.6124
chargeback,209,7457,168.4925
resolve,349,7458,43.2615
withdrawal,269,7459,449.104
withdrawal,902,7460,448.6024
chargeback,798,7461,94.6044
resolve,957,7462,988.3535
dispute,12,7463,929.3517
deposit,503,7464,984.9305
resolve,81,7465,511.6858
chargeback,18,7466,607.1499
resolve,581,7467,274.5976
deposit,855,7468,736.4275
withdrawal,517,7469,255.6238
deposit,999,7470,60.0099
dispute,264,7471,895.5137
resolve,904,7472,420.5956
withdrawal,270,7473,244.9606
withdrawal,280,7474,807.899
resolve,5,7475,785.4826
chargeback,774,7476,490.0243
resolve,776,7477,509.0465
chargeback,964,7478,347.5455
withdrawal,690,7479,436.3206
resolve,697,7480,26.6463
dispute,924,7481,436.5934
dispute,769,7482,478.3344
resolve,291,7483,540.6548
deposit,362,7484,498.6093
resolve,246,7485,393.4899
chargeback,585,7486,900.9709
withdrawal,258,7487,451.4524
resolve,921,7488,648.4779
withdrawal,329,7489,517.5148
chargeback,785,7490,931.8518
resolve,795,7491,561.2421
dispute,810,7492,379.8025
deposit,525,7493,342.077
withdrawal,563,7494,530.8075
resolve,289,7495,97.6294
chargeback,706,7496,705.6568
resolve,166,7497,632.9131
deposit,17,7498,483.1052
dispute,271,7499,338.1521
withdrawal,957,7500,804.4434
resolve,464,7501,461.3847
deposit,578,7502,710.1905
dispute,377,7503,174.2012
dispute,745,7504,407.2933
deposit,456,7505,317.4472
chargeback,380,7506,655.2797
chargeback,928,7507,625.6873
resolve,327,7508,484.6137
withdrawal,612,7509,314.1455
resolve,330,7510,883.5292
deposit,472,7511,527.9225
deposit,640,7512,245.2957
chargeback,811,7513,828.4587
withdrawal,182,7514,248.0082
dispute,12,7515,923.6983
withdrawal,681,7516,15.3396
deposit,30,7517,761.7061
resolve,773,7518,918.2252
resolve,813,7519,813.6952
deposit,821,7520,222.8406
deposit,832,7521,260.4378
resolve,492,7522,260.1279
withdrawal,824,7523,103.4431
deposit,773,7524,807.0681
withdrawal,675,7525,674.6112
resolve,862,7526,966.012
deposit,343,7527,659.9441
resolve,81,7528,692.6548
dispute,751,7529,21.293
chargeback,170,7530,750.2676
deposit,753,7531,662.4223
withdrawal,468,7532,337.8266
dispute,752,7533,8.9233
dispute,277,7534,876.8291
dispute,133,7535,964.1838
chargeback,287,7536,287.338
resolve,258,7537,996.8626
resolve,845,7538,649.1555
chargeback,334,7539,904.5134
deposit,347,7540,541.6081
deposit,313,7541,346.1216
dispute,232,7542,433.6861
chargeback,570,7543,966.9278
chargeback,41,7544,412.6328
deposit,308,7545,13.7237
chargeback,775,7546,467.1064
withdrawal,878,7547,356.5606
resolve,292,7548,285.0645
chargeback,568,7549,865.0292
chargeback,700,7550,201.6282
withdrawal,104,7551,692.7484
deposit,676,7552,292.0909
resolve,846,7553,478.3201
deposit,590,7554,54.0513
chargeback,279,7555,672.6568
chargeback,471,7556,252.4978
chargeback,520,7557,79.255
chargeback,471,7558,582.4965
deposit,902,7559,170.8602
deposit,707,7560,746.8061
dispute,843,7561,657.47
chargeback,465,7562,432.0412
withdrawal,247,7563,896.5009
deposit,300,7564,91.1602
resolve,28,7565,889.7224
withdrawal,824,7566,451.9532
resolve,141,7567,342.7413
withdrawal,386,7568,294.2768
deposit,144,7569,550.7617
dispute,261,7570,144.3278
chargeback,932,7571,835.9721
resolve,221,7572,352.6121
withdrawal,498,7573,660.3361
chargeback,384,7574,964.1854
chargeback,953,7575,801.888
dispute,728,7576,578.0426
dispute,240,7577,735.6197
withdrawal,234,7578,648.3791
deposit,780,7579,923.0704
deposit,998,7580,553.1158
chargeback,1000,7581,819.6895
withdrawal,792,7582,851.7217
resolve,92,7583,73.7691
dispute,111,7584,766.9704
dispute,804,7585,235.9954
withdrawal,171,7586,545.7098
dispute,395,7587,872.5905
chargeback,976,7588,850.1202
chargeback,141,7589,834.5208
dispute,236,7590,778.3749
deposit,390,7591,687.3382
chargeback,482,7592,133.6919
dispute,730,7593,665.294
resolve,864,7594,558.3706
withdrawal,586,7595,209.4409
dispute,513,7596,746.2437
dispute,943,7597,159.7572
deposit,267,7598,129.1136
resolve,479,7599,541.838
resolve,867,7600,322.5112
dispute,879,7601,155.6041
deposit,577,7602,888.0231
resolve,38,7603,384.8147
resolve,124,7604,300.1729
deposit,624,7605,730.0767
deposit,464,7606,218.0298
dispute,213,7607,915.5018
withdrawal,242,7608,67.4082
deposit,833,7609,540.1687
chargeback,567,7610,958.1974
chargeback,466,7611,444.5753
withdrawal,323,7612,804.145
dispute,203,7613,619.1748
deposit,91,7614,577.301
chargeback,827,7615,229.6817
resolve,138,7616,648.8676
resolve,701,7617,821.5719
withdrawal,703,7618,175.9339
deposit,781,7619,993.5351
withdrawal,514,7620,156.0504
dispute,352,7621,188.4008
resolve,197,7622,210.5876
dispute,361,7623,387.4371
deposit,902,7624,608.3614
dispute,137,7625,687.324
withdrawal,211,7626,476.4824
deposit,217,7627,278.0471
withdrawal,618,7628,589.9098
deposit,672,7629,972.9131
dispute,367,7630,501.2011
withdrawal,813,7631,625.3451
chargeback,979,7632,117.6961
deposit,204,7633,859.8509
deposit,188,7634,244.8843
dispute,126,7635,10.9232
resolve,582,7636,766.6204
chargeback,664,7637,531.3043
deposit,945,7638,824.6237
dispute,955,7639,899.5467
deposit,850,7640,577.2527
dispute,873,7641,79.2705
resolve,92,7642,841.1803
withdrawal,840,7643,828.7772
chargeback,517,7644,979.8673
deposit,626,7645,538.13
chargeback,700,7646,703.5957
dispute,338,7647,31.0498
withdrawal,527,7648,46.8699
chargeback,147,7649,635.3526
deposit,935,7650,936.8437
resolve,792,7651,207.3276
deposit,994,7652,458.1673
chargeback,796,7653,883.2892
deposit,819,7654,199.3235
withdrawal,351,7655,854.8348
dispute,135,7656,907.9645
resolve,150,7657,747.7703
withdrawal,764,7658,461.4955
withdrawal,775,7659,348.0502
resolve,159,7660,674.332
deposit,826,7661,630.846
deposit,32,7662,720.8365
resolve,665,7663,543.0011
withdrawal,856,7664,972.3591
deposit,963,7665,819.9556
withdrawal,865,7666,289.1747
dispute,480,7667,475.8884
deposit,900,7668,323.174
withdrawal,379,7669,433.9101
chargeback,106,7670,444.26
deposit,976,7671,735.6771
withdrawal,835,7672,927.7303
withdrawal,522,7673,590.8599
deposit,225,7674,624.4721
chargeback,817,7675,359.4664
deposit,29,7676,548.3195
chargeback,287,7677,797.7105
deposit,578,7678,656.1688
dispute,258,7679,562.4547
resolve,4,7680,367.7901
deposit,665,7681,472.9642
resolve,393,7682,248.9879
chargeback,554,7683,615.869
chargeback,292,7684,44.3146
dispute,452,7685,283.773
resolve,421,7686,118.0592
resolve,321,7687,447.437
resolve,682,7688,417.5847
dispute,377,7689,33.7882
chargeback,166,7690,663.8823
resolve,26,7691,93.4574
withdrawal,78,7692,645.3476
deposit,311,7693,12.9003
deposit,155,7694,128.3293
deposit,319,7695,514.1899
resolve,911,7696,390.5261
withdrawal,253,7697,951.5146
withdrawal,624,7698,902.2326
chargeback,311,7699,396.5481
withdrawal,185,7700,319.1872
withdrawal,459,7701,901.1125
deposit,846,7702,431.0099
deposit,537,7703,261.9947
withdrawal,446,7704,738.2981
withdrawal,877,7705,938.7078
chargeback,857,7706,785.1609
dispute,874,7707,997.4535
deposit,685,7708,687.9671
chargeback,968,7709,431.2109
chargeback,210,7710,882.2012
withdrawal,138,7711,26.1584
chargeback,43,7712,410.5086
withdrawal,618,7713,324.1001
withdrawal,685,7714,605.6913
resolve,256,7715,976.0587
dispute,562,7716,852.9808
resolve,575,7717,235.4841
chargeback,784,7718,344.7482
withdrawal,653,7719,555.7129
dispute,368,7720,735.6744
chargeback,609,7721,568.7399
withdrawal,933,7722,228.13
dispute,699,7723,964.4575
chargeback,976,7724,855.3585
withdrawal,126,7725,233.0051
deposit,623,7726,411.9174
chargeback,367,7727,178.2034
dispute,581,7728,594.265
chargeback,890,7729,659.3143
withdrawal,638,7730,723.1195
dispute,996,7731,67.1951
dispute,979,7732,404.2287
chargeback,726,7733,441.711
chargeback,969,7734,373.7528
dispute,223,7735,702.6762
chargeback,665,7736,985.8749
dispute,155,7737,411.9735
withdrawal,24,7738,751.8749
resolve,668,7739,240.6667
withdrawal,951,7740,686.2285
resolve,618,7741,982.4986
withdrawal,206,7742,933.075
resolve,277,7743,314.8167
deposit,421,7744,383.246
resolve,928,7745,356.2044
chargeback,745,7746,301.8814
deposit,34,7747,988.7301
chargeback,375,7748,687.0677
resolve,340,7749,17.2466
resolve,193,7750,423.4619
chargeback,457,7751,170.0771
deposit,207,7752,862.4532
dispute,624,7753,870.2442
deposit,939,7754,713.6997
withdrawal,455,7755,794.7398
deposit,12,7756,311.4482
deposit,746,7757,600.0657
deposit,701,7758,610.469
deposit,323,7759,109.0024
chargeback,801,7760,79.3429
chargeback,953,7761,133.9204
dispute,924,7762,865.7284
dispute,426,7763,538.945
resolve,936,7764,360.4177
withdrawal,908,7765,551.5867
withdrawal,947,7766,524.2555
resolve,513,7767,996.4091
resolve,706,7768,687.1049
chargeback,366,7769,200.7174
chargeback,896,7770,435.521
withdrawal,912,7771,229.9671
chargeback,487,7772,159.387
deposit,504,7773,366.9541
dispute,660,7774,74.5914
chargeback,843,7775,445.2907
resolve,105,7776,902.0488
deposit,272,7777,806.3683
chargeback,733,7778,731.8538
withdrawal,223,7779,982.5594
deposit,714,7780,387.9132
deposit,655,7781,560.3267
resolve,69,7782,815.859
dispute,445,7783,896.9274
deposit,164,7784,206.0526
deposit,968,7785,456.133
dispute,173,7786,876.8081
resolve,766,7787,989.6798
deposit,166,7788,127.7692
withdrawal,488,7789,253.1347
withdrawal,483,7790,815.9327
deposit,992,7791,173.9484
deposit,503,7792,478.4372
dispute,912,7793,388.594
deposit,472,7794,172.8811
resolve,5,7795,318.1028
dispute,512,7796,443.6223
dispute,955,7797,818.1348
deposit,436,7798,171.2027
withdrawal,304,7799,38.3099
withdrawal,131,7800,832.8243
resolve,63,7801,634.1812
chargeback,711,7802,742.0159
deposit,618,7803,690.7668
resolve,210,7804,284.4268
chargeback,350,7805,816.8779
withdrawal,8,7806,855.7717
deposit,784,7807,944.4051
dispute,466,7808,800.836
chargeback,701,7809,90.2183
withdrawal,823,7810,226.0383
resolve,688,7811,560.329
chargeback,262,7812,599.0394
dispute,678,7813,568.8319
deposit,673,7814,300.8869
deposit,878,7815,119.2121
withdrawal,930,7816,683.4012
withdrawal,972,7817,424.3775
resolve,39,7818,262.0242
deposit,631,7819,875.0891
withdrawal,537,7820,799.2258
deposit,556,7821,666.0438
dispute,563,7822,892.9692
withdrawal,380,7823,977.5624
chargeback,555,7824,10.672
withdrawal,819,7825,515.1321
dispute,601,7826,798.9729
resolve,464,7827,642.1625
chargeback,173,7828,163.2458
dispute,44,7829,671.4525
dispute,785,7830,491.1361
withdrawal,995,7831,334.9624
chargeback,309,7832,222.0839
deposit,188,7833,985.6636
deposit,725,7834,196.2953
resolve,525,7835,290.0008
resolve,496,7836,314.8081
dispute,999,7837,228.9768
resolve,480,7838,794.4124
dispute,753,7839,545.5262
deposit,710,7840,129.089
dispute,896,7841,783.9598
resolve,505,7842,48.3665
dispute,538,7843,332.2829
chargeback,10,7844,751.4371
chargeback,361,7845,630.697
deposit,921,7846,782.3832
withdrawal,372,7847,306.8457
deposit,567,7848,101.7776
resolve,530,7849,885.8909
withdrawal,379,7850,26.0375
deposit,775,7851,803.7897
resolve,898,7852,43.5598
chargeback,501,7853,310.014
chargeback,374,7854,959.4921
resolve,216,7855,490.8558
resolve,883,7856,699.7455
dispute,487,7857,786.2526
dispute,268,7858,283.8433
dispute,232,7859,801.5753
resolve,195,7860,405.3415
dispute,635,7861,802.9699
chargeback,654,7862,733.0319
withdrawal,623,7863,358.9799
deposit,685,7864,439.5505
withdrawal,386,7865,67.5977
deposit,49,7866,350.8028
resolve,497,7867,44.5636
chargeback,155,7868,145.7357
deposit,670,7869,628.6051
dispute,646,7870,406.5864
deposit,888,7871,804.5448
dispute,299,7872,103.7986
dispute,6,7873,398.3127
withdrawal,468,7874,540.2912
resolve,575,7875,560.6268
chargeback,447,7876,798.0031
deposit,767,7877,40.9219
deposit,185,7878,839.1965
dispute,781,7879,372.3775
dispute,955,7880,419.6494
withdrawal,643,7881,635.7437
dispute,479,7882,829.6118
withdrawal,945,7883,90.7703
chargeback,514,7884,513.3568
resolve,726,7885,564.7601
deposit,647,7886,742.4623
chargeback,78,7887,233.9365
chargeback,430,7888,965.1981
resolve,608,7889,29.3591
withdrawal,811,7890,671.5017
deposit,698,7891,115.9104
chargeback,269,7892,296.7935
dispute,444,7893,262.5252
withdrawal,473,7894,573.0311
withdrawal,615,7895,558.3016
withdrawal,670,7896,605.7723
deposit,380,7897,309.9156
deposit,167,7898,162.3822
resolve,65,7899,722.7622
dispute,722,7900,181.9764
dispute,900,7901,165.2877
dispute,656,7902,756.0107
chargeback,651,7903,309.6121
withdrawal,653,7904,239.6077
deposit,303,7905,220.9782
dispute,939,7906,862.5338
chargeback,476,7907,831.3815
withdrawal,474,7908,307.3214
dispute,232,7909,676.0466
resolve,522,7910,227.1053
deposit,55,7911,457.9904
deposit,803,7912,844.1553
resolve,851,7913,655.1636
deposit,642,7914,453.1515
dispute,3,7915,829.7408
chargeback,46,7916,773.5223
chargeback,200,7917,892.3862
dispute,316,7918,966.442
resolve,171,7919,117.3225
chargeback,417,7920,721.9504
dispute,378,7921,903.6198
resolve,363,7922,299.5986
withdrawal,922,7923,292.2503
deposit,313,7924,88.8518
chargeback,439,7925,553.4198
resolve,868,7926,81.6068
chargeback,875,7927,593.755
deposit,501,7928,76.9222
resolve,515,7929,64.7136
dispute,530,7930,687.8762
deposit,668,7931,202.5405
deposit,265,7932,46.6472
resolve,981,7933,554.2877
resolve,70,7934,841.4439
withdrawal,677,7935,114.3915
chargeback,57,7936,812.6891
withdrawal,278,7937,57.065
deposit,300,7938,808.8844
deposit,811,7939,143.5465
deposit,50,7940,694.2148
withdrawal,502,7941,507.0006
withdrawal,859,7942,592.2518
resolve,272,7943,810.9558
deposit,293,7944,49.0993
withdrawal,167,7945,456.6742
chargeback,86,7946,731.046
resolve,245,7947,389.206
dispute,608,7948,761.3331
withdrawal,831,7949,188.6698
resolve,551,7950,946.9717
resolve,590,7951,895.7675
resolve,469,7952,23.4945
dispute,578,7953,460.3144
chargeback,535,7954,412.6213
deposit,868,7955,961.9807
dispute,961,7956,251.8823
dispute,217,7957,271.0518
withdrawal,643,7958,619.1599
chargeback,107,7959,678.2112
chargeback,827,7960,189.7499
dispute,325,7961,502.7685
withdrawal,104,7962,870.6164
deposit,508,7963,125.2477
withdrawal,387,7964,743.7871
withdrawal,886,7965,695.8253
withdrawal,462,7966,108.5361
resolve,158,7967,914.7729
withdrawal,262,7968,850.1602
withdrawal,170,7969,418.9215
resolve,431,7970,906.4023
resolve,534,7971,162.8874
resolve,42,7972,457.2533
withdrawal,237,7973,319.6136
withdrawal,319,7974,68.4014
deposit,619,7975,838.6413
chargeback,817,7976,372.5706
chargeback,481,7977,434.8558
deposit,173,7978,717.1579
resolve,708,7979,66.8199
resolve,784,7980,890.7433
chargeback,248,7981,823.9429
resolve,483,7982,248.1526
dispute,673,7983,125.896
withdrawal,589,7984,284.9349
chargeback,734,7985,918.5092
chargeback,813,7986,847.7781
chargeback,377,7987,899.6932
withdrawal,99,7988,369.6772
deposit,632,7989,940.5675
deposit,304,7990,478.4429
resolve,638,7991,686.0592
chargeback,707,7992,868.1132
resolve,533,7993,560.6651
resolve,504,7994,555.323
resolve,3,7995,706.1013
dispute,871,7996,843.1638
dispute,258,7997,304.341
dispute,80,7998,44.6663
deposit,709,7999,211.0612
withdrawal,304,8000,710.0595
dispute,673,8001,276.7964
resolve,523,8002,643.0835
resolve,841,8003,804.254
chargeback,246,8004,164.2636
deposit,240,8005,103.2192
chargeback,621,8006,334.9437
deposit,604,8007,169.846
resolve,989,8008,195.9956
chargeback,543,8009,891.4685
deposit,304,8010,690.2036
withdrawal,497,8011,680.2218
deposit,645,8012,364.9299
dispute,207,8013,767.3257
dispute,769,8014,272.8431
resolve,117,8015,434.8374
chargeback,993,8016,20.4695
resolve,440,8017,157.8543
deposit,265,8018,12.4086
deposit,619,8019,820.2076
chargeback,732,8020,229.1389
deposit,297,8021,569.8711
dispute,144,8022,949.0969
deposit,461,8023,753.805
resolve,935,8024,929.1803
dispute,656,8025,57.6212
chargeback,739,8026,93.4039
deposit,551,8027,500.5538
deposit,751,8028,217.5343
dispute,779,8029,746.483
dispute,204,8030,480.619
dispute,338,8031,776.7237
dispute,379,8032,785.1066
dispute,897,8033,534.2156
dispute,449,8034,18.9339
resolve,535,8035,471.1172
dispute,806,8036,282.4217
deposit,740,8037,60.1068
withdrawal,872,8038,138.9593
dispute,531,8039,667.2533
chargeback,734,8040,163.081
resolve,299,8041,276.0024
resolve,339,8042,315.3271
resolve,477,8043,359.7484
withdrawal,72,8044,70.5784
chargeback,127,8045,283.5855
deposit,500,8046,573.9069
dispute,170,8047,59.7288
resolve,986,8048,720.1
withdrawal,844,8049,78.8811
chargeback,545,8050,870.4293
chargeback,981,8051,614.3002
chargeback,134,8052,489.3441
chargeback,458,8053,519.8831
dispute,958,8054,557.6481
chargeback,226,8055,749.4688
chargeback,759,8056,662.251
deposit,834,8057,752.313
resolve,413,8058,289.4844
dispute,838,8059,29.9697
chargeback,346,8060,492.0937
chargeback,893,8061,740.8926
deposit,252,8062,33.3945
resolve,45,8063,810.2401
dispute,503,8064,670.5091
chargeback,404,8065,749.304
deposit,915,8066,188.3909
withdrawal,741,8067,535.7563
deposit,927,8068,788.3403
withdrawal,731,8069,964.523
resolve,573,8070,953.7528
chargeback,647,8071,905.6963
resolve,574,8072,414.4698
dispute,415,8073,756.2564
dispute,781,8074,50.2681
withdrawal,768,8075,637.6434
resolve,695,8076,510.8833
withdrawal,935,8077,552.0776
deposit,533,8078,598.9676
withdrawal,606,8079,489.3896
resolve,711,8080,250.8398
withdrawal,73,8081,66.1925
withdrawal,151,8082,113.008
deposit,243,8083,280.2407
withdrawal,996,8084,737.8214
deposit,43,8085,742.7696
resolve,761,8086,908.1171
deposit,510,8087,753.1384
deposit,20,8088,60.3677
deposit,806,8089,132.7442
withdrawal,450,8090,355.9871
dispute,644,8091,87.5563
dispute,290,8092,607.0095
chargeback,533,8093,879.9733
dispute,891,8094,487.4395
resolve,256,8095,140.8431
dispute,562,8096,857.647
resolve,720,8097,252.8379
withdrawal,356,8098,812.9472
withdrawal,76,8099,39.717
deposit,73,8100,598.1114
resolve,46,8101,931.6905
resolve,578,8102,847.8295
dispute,917,8103,590.9596
chargeback,518,8104,549.0761
withdrawal,314,8105,333.8188
deposit,103,8106,479.2706
withdrawal,605,8107,345.143
withdrawal,269,8108,899.8743
dispute,215,8109,776.4933
withdrawal,710,8110,519.7066
withdrawal,95,8111,62.3552
chargeback,419,8112,193.1512
chargeback,614,8113,605.0461
chargeback,655,8114,215.1009
dispute,658,8115,846.064
resolve,314,8116,288.9796
withdrawal,755,8117,277.5155
deposit,700,8118,61.3097
resolve,379,8119,405.7749
deposit,8,8120,738.2648
withdrawal,247,8121,421.6785
withdrawal,271,8122,410.3762
resolve,866,8123,207.0268
deposit,612,8124,890.8099
withdrawal,951,8125,220.9483
deposit,158,8126,622.1255
withdrawal,375,8127,543.7041
deposit,477,8128,572.9406
chargeback,193,8129,474.7002
chargeback,230,8130,898.0055
chargeback,363,8131,1.3205
chargeback,122,8132,466.3134
dispute,507,8133,259.0239
resolve,395,8134,446.4611
chargeback,919,8135,182.6219
dispute,381,8136,753.2263
deposit,736,8137,641.6763
chargeback,275,8138,844.3401
resolve,276,8139,236.209
dispute,97,8140,660.1097
chargeback,263,8141,435.2262
deposit,826,8142,861.5284
resolve,136,8143,960.1622
withdrawal,249,8144,386.2938
resolve,31,8145,604.2649
deposit,986,8146,630.6958
chargeback,141,8147,975.4418
chargeback,475,8148,338.277
chargeback,772,8149,300.9186
deposit,576,8150,996.1139
deposit,167,8151,357.306
resolve,96,8152,70.5952
withdrawal,814,8153,426.1346
dispute,613,8154,49.6176
dispute,160,8155,245.2562
chargeback,313,8156,916.3411
withdrawal,886,8157,940.9795
dispute,79,8158,928.033
chargeback,494,8159,561.9733
resolve,7,8160,596.1455
dispute,726,8161,233.7978
chargeback,212,8162,131.9468
deposit,209,8163,650.8113
deposit,651,8164,602.8855
withdrawal,920,8165,762.1953
chargeback,772,8166,288.9282
chargeback,977,8167,312.4539
deposit,599,8168,926.1503
dispute,987,8169,190.9096
deposit,616,8170,39.9606
dispute,560,8171,985.907
withdrawal,58,8172,512.9402
chargeback,887,8173,174.4914
resolve,321,8174,721.7329
dispute,250,8175,292.0527
withdrawal,533,8176,402.9971
dispute,355,8177,864.7571
resolve,556,8178,959.5909
withdrawal,874,8179,497.1725
dispute,308,8180,792.8106
withdrawal,864,8181,488.4407
chargeback,249,8182,806.3193
deposit,847,8183,555.1302
dispute,117,8184,658.0874
withdrawal,769,8185,532.4511
chargeback,94,8186,809.3394
chargeback,465,8187,27.7393
dispute,379,8188,721.9705
deposit,539,8189,322.1033
dispute,418,8190,510.7529
withdrawal,622,8191,391.3891
deposit,82,8192,940.0145
dispute,604,8193,550.0473
dispute,648,8194,378.032
resolve,744,8195,651.8805
resolve,285,8196,139.3207
resolve,862,8197,3.66
resolve,233,8198,274.7396
dispute,828,8199,305.4735
withdrawal,544,8200,281.5285
deposit,714,8201,433.4133
dispute,246,8202,8.8899
resolve,70,8203,307.1746
withdrawal,496,8204,895.6183
withdrawal,310,8205,540.3264
resolve,734,8206,986.4232
resolve,934,8207,968.8781
dispute,851,8208,880.6093
resolve,97,8209,941.7255
dispute,688,8210,705.5949
dispute,204,8211,858.5422
dispute,99,8212,943.1151
chargeback,919,8213,291.0457
chargeback,218,8214,208.9154
dispute,804,8215,72.7908
resolve,874,8216,617.4344
resolve,947,8217,378.8627
withdrawal,410,8218,381.3752
dispute,919,8219,525.427
chargeback,18,8220,657.2518
deposit,184,8221,217.6189
chargeback,316,8222,790.9529
deposit,713,8223,968.3128
resolve,475,8224,285.7397
withdrawal,452,8225,429.1446
deposit,240,8226,548.052
resolve,77,8227,656.5825
dispute,279,8228,722.701
resolve,642,8229,87.2939
dispute,876,8230,99.4442
chargeback,937,8231,634.5532
withdrawal,114,8232,374.6354
deposit,967,8233,419.7086
resolve,36,8234,504.6502
dispute,133,8235,386.0302
withdrawal,517,8236,819.2065
chargeback,437,8237,523.2811
withdrawal,844,8238,862.9371
dispute,858,8239,156.086
dispute,811,8240,293.3233
withdrawal,814,8241,169.0635
deposit,225,8242,247.648
withdrawal,875,8243,823.1945
chargeback,566,8244,705.8061
chargeback,890,8245,266.2865
resolve,49,8246,631.1533
dispute,143,8247,277.9146
deposit,215,8248,525.4166
resolve,898,8249,320.1304
withdrawal,948,8250,462.9128
chargeback,914,8251,913.339
resolve,106,8252,546.0657
deposit,802,8253,59.474
chargeback,269,8254,311.0028
withdrawal,213,8255,536.0575
deposit,707,8256,794.838
chargeback,83,8257,520.6814
dispute,134,8258,697.9852
dispute,314,8259,513.6317
chargeback,709,8260,839.5749
deposit,187,8261,621.0831
resolve,404,8262,48.1244
resolve,242,8263,657.8746
dispute,301,8264,169.3181
withdrawal,11,8265,526.4801
chargeback,10,8266,998.9813
dispute,469,8267,825.193
withdrawal,85,8268,958.719
dispute,306,8269,634.8836
deposit,132,8270,714.0435
chargeback,43,8271,396.4256
chargeback,713,8272,422.691
deposit,537,8273,999.3022
withdrawal,519,8274,355.1204
withdrawal,632,8275,435.9377
withdrawal,810,8276,855.5123
withdrawal,224,8277,968.6679
withdrawal,365,8278,775.1572
resolve,378,8279,740.6818
dispute,900,8280,968.8101
withdrawal,84,8281,520.1105
chargeback,290,8282,782.267
deposit,493,8283,408.109
withdrawal,508,8284,974.0505
dispute,81,8285,749.4584
chargeback,299,8286,247.6893
deposit,35,8287,709.0881
withdrawal,962,8288,817.6611
dispute,408,8289,333.1064
withdrawal,163,8290,668.6708
withdrawal,573,8291,624.771
dispute,531,8292,845.9823
chargeback,221,8293,78.6514
dispute,457,8294,701.8823
resolve,966,8295,902.3385
chargeback,274,8296,231.4529
deposit,415,8297,679.6197
dispute,244,8298,853.5048
chargeback,540,8299,961.0257
chargeback,345,8300,32.9773
chargeback,380,8301,599.2175
chargeback,501,8302,65.3569
deposit,692,8303,331.4645
resolve,856,8304,223.8278
chargeback,549,8305,545.7685
dispute,510,8306,300.5741
dispute,742,8307,6.5181
chargeback,265,8308,941.6095
chargeback,778,8309,400.8544
deposit,863,8310,185.9607
dispute,162,8311,880.4463
resolve,793,8312,273.7257
dispute,459,8313,510.0619
resolve,90,8314,314.2466
chargeback,715,8315,423.7763
dispute,520,8316,676.5757
chargeback,576,8317,892.8
deposit,759,8318,796.8996
withdrawal,366,8319,553.6392
resolve,39,8320,866.3976
dispute,709,8321,644.9919
resolve,512,8322,342.299
chargeback,106,8323,376.3929
chargeback,141,8324,727.7357
dispute,896,8325,61.7058
deposit,620,8326,227.393
withdrawal,889,8327,664.4304
withdrawal,944,8328,851.6584
withdrawal,976,8329,764.3012
resolve,684,8330,933.2495
withdrawal,306,8331,133.2562
resolve,753,8332,846.1699
deposit,876,8333,36.4114
resolve,730,8334,122.866
dispute,869,8335,870.8601
deposit,575,8336,841.037
resolve,905,8337,750.2853
dispute,385,8338,437.4117
withdrawal,903,8339,538.221
chargeback,174,8340,448.8334
resolve,138,8341,359.0915
resolve,490,8342,391.1164
withdrawal,717,8343,203.9684
deposit,643,8344,890.303
chargeback,727,8345,510.8375
resolve,251,8346,784.4647
dispute,445,8347,771.5121
withdrawal,994,8348,412.7503
chargeback,749,8349,861.2203
resolve,328,8350,26.1726
resolve,136,8351,123.9599
resolve,420,8352,820.6042
deposit,249,8353,228.6153
chargeback,377,8354,527.1703
chargeback,882,8355,530.488
deposit,933,8356,988.571
withdrawal,15,8357,841.3358
deposit,337,8358,428.2344
resolve,873,8359,663.9485
deposit,227,8360,608.0184
chargeback,663,8361,82.2384
withdrawal,695,8362,752.7268
resolve,701,8363,502.8574
withdrawal,183,8364,908.9058
